X,Y,Z,标注类别名称,预测类别,图像路径
303.99368,-95.30368,-141.92336,狗,狗,dataset_split/val/狗/87.jpg
312.72705,200.53752,-142.42519,狗,狗,dataset_split/val/狗/88.jpg
309.62128,324.3722,-14.471048,狗,狗,dataset_split/val/狗/98.jpg
349.3378,-155.57999,-98.02773,狗,狗,dataset_split/val/狗/99.jpg
135.29236,469.22647,-16.713371,猫,猫,dataset_split/val/猫/103.jpg
-2.947528,467.96326,124.85658,猫,猫,dataset_split/val/猫/107.jpg
188.58685,308.8141,63.301487,猫,猫,dataset_split/val/猫/109.jpg
9.411473,407.40894,124.11881,猫,猫,dataset_split/val/猫/110.jpg
-0.47414762,422.40808,70.05161,猫,猫,dataset_split/val/猫/112.jpg
41.900143,240.57086,-125.11719,猫,猫,dataset_split/val/猫/115.jpg
-138.40921,-157.56554,-304.92615,猫,猫,dataset_split/val/猫/127.jpg
174.36311,277.27057,115.21545,猫,猫,dataset_split/val/猫/129.jpg
45.602795,324.08362,-144.28407,猫,猫,dataset_split/val/猫/134.jpg
36.7148,133.2063,73.18363,猫,猫,dataset_split/val/猫/138.jpg
-138.08755,328.52344,164.42705,猫,猫,dataset_split/val/猫/14.jpg
-44.95574,223.93532,-16.058477,猫,猫,dataset_split/val/猫/143.jpg
125.32738,216.33218,-59.095592,猫,猫,dataset_split/val/猫/144.jpg
-134.91798,248.83264,-103.80456,猫,猫,dataset_split/val/猫/147.jpg
-22.696218,446.08234,-90.75835,猫,猫,dataset_split/val/猫/155.jpg
129.76128,404.66418,-136.1722,猫,猫,dataset_split/val/猫/156.jpg
83.36541,332.5655,143.26544,猫,猫,dataset_split/val/猫/160.jpg
-72.195145,514.5599,107.59226,猫,猫,dataset_split/val/猫/164.jpg
66.33697,435.0831,89.00458,猫,猫,dataset_split/val/猫/165.jpg
-148.36476,306.33063,275.5668,猫,猫,dataset_split/val/猫/17.png
-108.393265,327.66568,80.88028,猫,猫,dataset_split/val/猫/175.jpg
-100.050644,-103.91034,-219.6702,猫,猫,dataset_split/val/猫/181.jpg
-71.513145,370.39923,14.289158,猫,猫,dataset_split/val/猫/184.jpg
-81.70292,282.77512,-84.43307,猫,猫,dataset_split/val/猫/186.jpg
58.410755,415.34842,185.45541,猫,猫,dataset_split/val/猫/187.jpg
-43.885685,321.8122,152.87836,猫,猫,dataset_split/val/猫/190.jpg
-93.18085,388.1196,-160.53857,猫,猫,dataset_split/val/猫/194.jpg
-65.81689,475.76294,173.77512,猫,猫,dataset_split/val/猫/20.jpg
40.25704,351.97598,73.50858,猫,猫,dataset_split/val/猫/206.jpg
-107.33233,212.07545,192.1233,猫,猫,dataset_split/val/猫/208.jpg
-0.16746493,353.1345,-46.11271,猫,猫,dataset_split/val/猫/217.jpg
14.704511,299.41006,15.435405,猫,猫,dataset_split/val/猫/220.jpg
71.21602,153.93599,-84.88027,猫,猫,dataset_split/val/猫/221.jpg
-40.32585,337.5012,74.55473,猫,猫,dataset_split/val/猫/224.jpg
12.180255,101.911285,-39.30768,猫,猫,dataset_split/val/猫/245.jpg
2.646178,293.81238,-81.95331,猫,猫,dataset_split/val/猫/248.jpg
5.68176,243.2234,-35.25327,猫,猫,dataset_split/val/猫/250.jpg
-128.34204,-51.031475,-349.88495,猫,猫,dataset_split/val/猫/255.jpg
-26.67098,278.47595,69.51748,猫,猫,dataset_split/val/猫/26.jpeg
52.415592,436.5041,-151.90233,猫,猫,dataset_split/val/猫/264.jpg
442.22623,-136.00941,91.738495,猫,狗,dataset_split/val/猫/269.jpg
170.2243,366.06705,-73.96052,猫,猫,dataset_split/val/猫/272.jpg
1.717977,286.6586,171.93097,猫,猫,dataset_split/val/猫/277.jpg
-17.730997,170.2259,-143.29271,猫,猫,dataset_split/val/猫/282.jpg
-103.51905,247.40797,0.41491115,猫,猫,dataset_split/val/猫/290.jpg
150.1064,270.5205,221.10667,猫,猫,dataset_split/val/猫/292.jpg
-158.19078,424.36636,81.134636,猫,猫,dataset_split/val/猫/300.jpg
-186.3613,330.3146,56.230515,猫,猫,dataset_split/val/猫/306.jpg
-93.70657,441.32462,64.15542,猫,猫,dataset_split/val/猫/307.jpg
17.725206,376.91318,19.957916,猫,猫,dataset_split/val/猫/32.jpg
24.343008,209.47282,32.93651,猫,猫,dataset_split/val/猫/35.png
-158.39073,235.52827,33.31495,猫,猫,dataset_split/val/猫/350.jpg
149.80457,320.4718,-212.72147,猫,猫,dataset_split/val/猫/360.jpg
72.644264,432.96704,-53.50469,猫,猫,dataset_split/val/猫/362.jpg
-116.60623,123.83236,-49.290154,猫,猫,dataset_split/val/猫/369.jpg
-8.631754,379.49442,218.09914,猫,猫,dataset_split/val/猫/370.jpg
66.50946,360.7361,-70.54379,猫,猫,dataset_split/val/猫/375.jpg
96.06654,521.1885,-2.9576292,猫,猫,dataset_split/val/猫/378.jpg
78.745514,244.82349,-16.306372,猫,猫,dataset_split/val/猫/38.jpg
70.05377,288.23962,-67.74199,猫,猫,dataset_split/val/猫/380.jpg
-71.470314,352.05392,-68.18334,猫,猫,dataset_split/val/猫/381.jpg
110.070694,195.3256,19.087807,猫,猫,dataset_split/val/猫/382.jpg
-16.47011,482.46686,45.622013,猫,猫,dataset_split/val/猫/384.jpg
17.357468,340.42215,-223.97142,猫,猫,dataset_split/val/猫/388.jpg
21.47632,175.29639,-30.054268,猫,猫,dataset_split/val/猫/399.jpg
-48.19663,478.93655,-27.02569,猫,猫,dataset_split/val/猫/40.png
-52.449253,227.76431,92.007324,猫,猫,dataset_split/val/猫/403.jpg
-181.93889,138.29768,44.583546,猫,猫,dataset_split/val/猫/405.jpg
118.49959,297.72018,36.604153,猫,猫,dataset_split/val/猫/421.jpg
138.75473,360.62854,-26.749659,猫,猫,dataset_split/val/猫/427.jpg
-184.92964,214.7092,-142.40178,猫,仓鼠,dataset_split/val/猫/428.jpg
-147.97943,-73.5429,-275.1433,猫,猫,dataset_split/val/猫/429.jpg
-40.406696,248.17581,-121.75881,猫,猫,dataset_split/val/猫/436.jpg
182.65526,280.821,-4.087337,猫,猫,dataset_split/val/猫/455.jpg
-76.02194,179.4698,-73.23585,猫,猫,dataset_split/val/猫/460.jpg
-118.82156,278.72626,-181.69182,猫,猫,dataset_split/val/猫/465.jpg
61.805614,254.99496,87.02196,猫,猫,dataset_split/val/猫/466.jpg
-242.13583,402.50372,-45.725418,猫,猫,dataset_split/val/猫/469.jpg
-127.79503,428.1073,-15.08442,猫,猫,dataset_split/val/猫/473.jpg
-58.773098,168.69011,13.6430025,猫,猫,dataset_split/val/猫/479.jpg
-28.228624,148.21631,89.449165,猫,猫,dataset_split/val/猫/5.jpg
-28.702377,346.2217,-119.09278,猫,猫,dataset_split/val/猫/50.jpg
-36.994553,420.42044,-218.98524,猫,猫,dataset_split/val/猫/54.jpg
78.86367,368.2971,2.2996817,猫,猫,dataset_split/val/猫/61.jpg
38.518738,445.36877,-1.711261,猫,猫,dataset_split/val/猫/69.jpg
-95.55109,430.5433,-112.428825,猫,猫,dataset_split/val/猫/76.jpg
-159.95676,320.94333,-17.175413,猫,猫,dataset_split/val/猫/78.jpg
-40.805027,304.36133,-5.790905,猫,猫,dataset_split/val/猫/83.jpg
-60.951912,404.5339,122.25723,猫,猫,dataset_split/val/猫/85.jpg
-27.13658,369.78183,-180.08734,猫,猫,dataset_split/val/猫/92.jpg
189.85565,410.3982,5.9958925,猫,猫,dataset_split/val/猫/96.jpg
189.78313,-390.22995,128.66924,金鱼,金鱼,dataset_split/val/金鱼/101.jpg
-94.7109,-21.790073,91.00693,金鱼,金鱼,dataset_split/val/金鱼/115.jpg
185.20505,-280.46216,-109.29912,金鱼,金鱼,dataset_split/val/金鱼/124.png
88.86074,-272.004,93.71368,金鱼,金鱼,dataset_split/val/金鱼/129.jpeg
-127.16027,-66.54143,109.06787,金鱼,金鱼,dataset_split/val/金鱼/142.jpg
181.0421,-439.74045,64.69533,金鱼,金鱼,dataset_split/val/金鱼/15.jpg
78.81096,-308.27344,26.086746,金鱼,金鱼,dataset_split/val/金鱼/159.jpeg
87.00049,-448.47382,-102.67961,金鱼,鹦鹉,dataset_split/val/金鱼/16.jpg
334.4816,-314.72406,129.05765,金鱼,金鱼,dataset_split/val/金鱼/169.jpg
228.40259,-352.12814,120.478516,金鱼,金鱼,dataset_split/val/金鱼/170.jpg
152.63402,-328.28537,102.15421,金鱼,金鱼,dataset_split/val/金鱼/171.jpg
230.57016,-314.67905,173.06558,金鱼,金鱼,dataset_split/val/金鱼/182.jpg
273.25122,-245.97302,63.9457,金鱼,金鱼,dataset_split/val/金鱼/190.jpg
238.4852,-402.28278,223.12622,金鱼,金鱼,dataset_split/val/金鱼/192.jpg
263.7636,-268.7039,154.61467,金鱼,金鱼,dataset_split/val/金鱼/194.jpg
219.70126,-287.21405,69.08691,金鱼,金鱼,dataset_split/val/金鱼/195.png
157.04146,-371.5075,52.101105,金鱼,金鱼,dataset_split/val/金鱼/197.jpg
301.74463,-293.57907,206.37056,金鱼,金鱼,dataset_split/val/金鱼/203.jpg
198.87642,-278.47455,142.4304,金鱼,金鱼,dataset_split/val/金鱼/206.jpg
77.8056,-353.20648,155.18837,金鱼,金鱼,dataset_split/val/金鱼/217.jpg
129.88612,-350.83408,250.06888,金鱼,金鱼,dataset_split/val/金鱼/219.jpg
200.54196,-260.3615,222.08788,金鱼,金鱼,dataset_split/val/金鱼/220.jpg
77.77409,-185.03021,103.23066,金鱼,金鱼,dataset_split/val/金鱼/221.jpg
282.85272,-347.4315,151.14978,金鱼,金鱼,dataset_split/val/金鱼/228.jpg
18.184536,-278.38458,254.09636,金鱼,金鱼,dataset_split/val/金鱼/238.jpg
-69.20864,-213.7981,257.82166,金鱼,金鱼,dataset_split/val/金鱼/250.jpg
-76.0666,-308.6748,-279.07626,金鱼,金鱼,dataset_split/val/金鱼/254.jpeg
-286.58203,64.023926,273.63208,金鱼,金鱼,dataset_split/val/金鱼/266.png
174.45772,-210.06352,222.12553,金鱼,金鱼,dataset_split/val/金鱼/271.jpeg
87.877655,-230.12294,158.33655,金鱼,金鱼,dataset_split/val/金鱼/272.jpg
143.58917,-294.2526,180.87282,金鱼,金鱼,dataset_split/val/金鱼/273.jpg
107.11499,-432.0947,159.44986,金鱼,金鱼,dataset_split/val/金鱼/282.jpg
8.740585,-243.53925,114.878235,金鱼,金鱼,dataset_split/val/金鱼/288.jpg
164.41179,-190.69995,331.38998,金鱼,金鱼,dataset_split/val/金鱼/304.jpg
85.55915,-382.1065,255.69337,金鱼,金鱼,dataset_split/val/金鱼/308.jpg
203.20097,-287.20926,-43.003788,金鱼,金鱼,dataset_split/val/金鱼/309.jpeg
-9.426272,-155.21744,183.60999,金鱼,金鱼,dataset_split/val/金鱼/310.jpg
-30.588182,-314.0244,286.56284,金鱼,金鱼,dataset_split/val/金鱼/311.jpg
104.72534,-342.76312,-187.41321,金鱼,金鱼,dataset_split/val/金鱼/314.jpg
218.19043,-454.48816,176.12476,金鱼,金鱼,dataset_split/val/金鱼/321.jpg
135.27374,-362.85443,166.56157,金鱼,金鱼,dataset_split/val/金鱼/325.jpg
141.35382,-229.81651,122.185005,金鱼,金鱼,dataset_split/val/金鱼/34.jpg
82.66107,-181.4791,196.63536,金鱼,金鱼,dataset_split/val/金鱼/35.jpg
165.60233,-244.98465,340.17184,金鱼,金鱼,dataset_split/val/金鱼/353.jpg
140.58417,-310.68246,8.430841,金鱼,金鱼,dataset_split/val/金鱼/359.jpg
5.9040213,-252.64949,317.6385,金鱼,鹦鹉,dataset_split/val/金鱼/363.jpg
184.18011,-387.64087,309.22092,金鱼,金鱼,dataset_split/val/金鱼/37.jpg
25.63421,-325.74768,180.09657,金鱼,金鱼,dataset_split/val/金鱼/381.jpg
115.32122,-246.08943,305.65295,金鱼,金鱼,dataset_split/val/金鱼/423.jpg
115.72999,-197.63855,41.17045,金鱼,金鱼,dataset_split/val/金鱼/447.jpg
171.34196,-172.82442,18.718582,金鱼,金鱼,dataset_split/val/金鱼/46.jpg
-49.9711,-256.02042,205.44405,金鱼,金鱼,dataset_split/val/金鱼/465.jpg
210.09799,-364.21503,226.86105,金鱼,金鱼,dataset_split/val/金鱼/467.png
-7.273908,-217.19022,200.73965,金鱼,金鱼,dataset_split/val/金鱼/468.jpg
91.285736,-267.54114,234.65727,金鱼,金鱼,dataset_split/val/金鱼/478.jpg
-83.54436,25.121027,150.08054,金鱼,金鱼,dataset_split/val/金鱼/486.jpg
153.42831,-229.29085,45.19268,金鱼,金鱼,dataset_split/val/金鱼/50.jpg
95.46516,-393.96164,59.103313,金鱼,金鱼,dataset_split/val/金鱼/57.jpeg
-115.7323,-171.84575,167.3763,金鱼,金鱼,dataset_split/val/金鱼/61.jpg
228.43808,-203.82765,132.29883,金鱼,金鱼,dataset_split/val/金鱼/62.jpg
134.87549,-486.3375,64.842964,金鱼,金鱼,dataset_split/val/金鱼/64.jpg
120.37534,-379.48514,-43.083027,金鱼,金鱼,dataset_split/val/金鱼/66.jpg
154.80211,-250.50069,-8.917286,金鱼,金鱼,dataset_split/val/金鱼/71.png
147.10368,-425.06372,278.0178,金鱼,金鱼,dataset_split/val/金鱼/72.jpg
144.97916,-152.06259,129.24733,金鱼,金鱼,dataset_split/val/金鱼/75.jpg
35.59808,-414.29553,272.7279,金鱼,金鱼,dataset_split/val/金鱼/77.jpg
211.88864,-356.36398,-54.6808,金鱼,金鱼,dataset_split/val/金鱼/93.jpg
-206.73616,-405.868,74.23546,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/101.png
-146.22157,-182.84328,-41.066875,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/108.jpg
-273.91846,-384.48627,-35.36728,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/110.jpg
17.658306,-91.81508,-75.205414,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/116.jpeg
-130.537,-128.35562,6.0417275,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/119.jpg
-315.76715,-383.8845,41.49645,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/12.jpg
-94.3797,-187.25294,84.9077,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/121.jpg
-243.03404,-527.52075,17.55815,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/125.jpg
16.974056,-122.32694,43.22712,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/127.jpg
-20.317717,-60.15373,-30.370588,鹦鹉,仓鼠,dataset_split/val/鹦鹉/128.jpg
-51.28386,-188.0049,-11.169595,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/129.jpg
-200.63531,3.1140678,168.60208,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/137.jpg
-281.01788,-200.01123,-47.935173,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/14.jpg
-8.269632,-169.87943,16.540442,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/148.jpg
-87.179405,-154.82361,-66.45247,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/15.jpg
-29.204475,-196.4349,-188.79358,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/151.jpg
-292.91156,-332.209,11.258467,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/175.jpg
-213.08336,-352.9034,155.77008,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/180.jpg
-8.66979,-429.12918,-80.0609,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/184.jpg
-187.35767,-348.32907,218.67876,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/185.jpg
-112.877144,-413.86502,142.34665,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/187.jpg
-44.872635,-211.57668,-102.91895,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/19.png
26.418833,-410.5245,-47.46563,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/190.jpg
-81.968994,-436.3726,-144.13512,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/198.jpg
-103.40181,-342.86307,21.267103,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/209.jpg
-69.161415,-395.82907,-23.094797,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/210.jpg
-104.857956,-333.84702,119.607925,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/211.jpg
-80.04734,-301.7143,-96.37025,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/212.jpg
-169.81425,-464.70172,133.50127,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/218.jpg
-189.44186,-318.8289,27.734625,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/22.jpg
-133.31572,-384.9252,-20.747208,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/222.jpg
-166.77866,-299.0417,73.74887,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/224.jpg
-27.798176,-495.96506,-95.80077,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/23.jpg
-164.2492,-262.94046,135.19446,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/234.jpg
-115.68526,-506.44955,79.4551,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/236.jpg
-165.72658,-233.06207,45.684708,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/237.jpg
-141.8753,-344.92297,234.40254,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/241.jpg
-36.538708,-269.70404,22.224144,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/254.jpg
-235.28093,-423.87973,-21.024048,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/256.jpg
-112.70748,-431.86533,16.996525,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/269.jpg
-9.892714,-543.6121,32.153755,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/270.jpg
-33.04306,-488.83987,12.771816,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/276.jpg
-354.92944,-311.34555,-41.12696,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/28.jpg
-241.34131,-424.31268,-131.40318,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/280.jpg
-45.880417,-412.80353,61.934654,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/283.jpg
-26.618795,-389.21994,-211.43666,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/292.jpg
-166.08385,-438.76364,3.0148516,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/293.jpg
-214.10852,-474.66013,69.89453,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/300.jpg
-70.98918,-298.01123,-29.645918,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/301.jpg
-87.65971,-275.8112,62.493126,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/305.jpg
-31.583408,-341.40527,50.725075,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/313.jpg
-40.594955,-354.97867,-64.87197,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/316.jpg
-122.8212,-205.0094,-151.55269,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/327.jpg
-114.01932,-396.259,-80.37946,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/329.jpg
14.164685,-366.03287,-100.55455,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/336.jpg
-4.734257,-276.7366,-108.31771,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/343.jpg
-6.616156,-334.40048,-13.390703,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/344.jpg
46.051407,-166.93364,-71.40106,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/347.jpg
-65.12574,-255.52283,-61.00791,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/358.jpg
-246.11263,-445.97968,120.03094,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/36.jpg
63.944454,-195.30821,-131.10693,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/360.jpg
-163.5106,-440.65375,-70.25222,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/366.jpg
-321.75296,-305.77676,137.54845,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/38.jpeg
-120.57882,-306.36847,-135.2048,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/380.jpg
-56.949272,-123.03264,-29.736341,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/384.jpg
-70.775764,-352.2847,-146.69087,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/388.jpg
17.592098,-141.40814,-131.85873,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/39.jpg
-172.69539,-153.97086,-112.683586,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/394.jpg
-290.22757,-498.6015,21.326263,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/395.jpg
13.887878,-291.70114,-169.32396,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/401.jpg
-124.306915,-226.74036,-83.09226,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/405.jpg
-243.02438,-244.62746,26.672937,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/420.jpg
4.165192,-388.56622,-271.14316,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/422.jpg
-23.361776,-115.03378,72.196,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/427.jpg
-83.05191,-464.60596,-68.66376,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/431.jpg
51.413597,-288.23337,-98.585915,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/432.jpg
101.13191,-162.62662,-94.552055,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/441.jpg
-295.33987,-268.38315,-123.34878,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/442.jpg
-199.87483,-347.25812,-67.89189,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/443.jpg
-177.27702,-440.85028,219.41382,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/453.jpg
-142.38123,-250.81339,-24.489992,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/454.jpg
-143.75272,-316.64236,-45.735744,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/455.jpg
-287.24844,-297.74426,78.335846,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/46.png
-100.05833,-482.78363,152.4861,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/461.jpg
-135.62523,-524.70703,29.942348,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/466.jpg
-175.29573,-259.85016,-96.67122,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/47.jpg
-142.91939,-381.16583,69.1359,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/494.jpg
-206.45934,-256.43158,-171.38449,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/58.jpg
-247.20189,-235.73692,-93.233444,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/59.jpg
-249.15028,-281.76404,-26.564379,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/61.jpg
-175.82095,-516.39667,-47.97191,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/63.jpg
-81.198875,-269.16446,-187.5325,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/69.png
-101.59885,-110.45563,-116.3452,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/77.jpg
-163.35345,-365.43243,-160.45099,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/85.jpeg
-82.64333,-33.90971,-99.07987,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/88.jpeg
4.5615478,-245.07513,-41.3502,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/90.jpg
62.584183,-104.739075,11.312093,鹦鹉,鹦鹉,dataset_split/val/鹦鹉/95.jpeg
